0,51210,0
0.002,123915,1.61401e-08
0.005,294924,1.69535e-08
0.011,692237,1.58905e-08
0.023,1605646,1.43245e-08
0.054,3686415,1.46484e-08
0.129,8388624,1.5378e-08
0.289,18939921,1.52588e-08
